73,AKLCOBSADGFHDDEC,1.45118E+12,Not Hispanic or Latino,High School / GED,0,1.4,In a relationship but not living together,4:00AM,Work part-time,Washington,White,Small town,1.45118E+12,USA,"Less than $20,000",I do not identify with a religion,1:00PM,America/Los_Angeles,12:15PM,22,0.03,N/A,Female,3:00AM,0
74,KQXFCAWOWEGKQQQD,1.45165E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,HKIYOLMIUWGAQCAM,1.45165E+12,"Hispanic or Latino,I prefer not to respond",Some College,4,1.4,"Single,In a relationship and living together",10:00PM,"Student part-time,Other",Florida,"Native Hawaiian or Other Pacific Islander,I prefer not to respond",Rural,1.45165E+12,USA,"Less than $20,000",I do not identify with a religion,10:01AM,America/Chicago,4:06AM,55,0.5,No,Female,6:00AM,0
76,RCDTJVMBVGAPLGXN,1.45177E+12,Not Hispanic or Latino,NA,0,1.4,In a relationship but not living together,10:00PM,Work full-time,N/A,White,Suburb of a city,1.45194E+12,United Kingdom,"$35,000 to $49,999",Christianity,9:00AM,Europe/London,8:00AM,25,0.5,N/A,Female,10:00PM,0
77,OUPYEWFOJBQUTTWY,1.45188E+12,Not Hispanic or Latino,Some College,0,1.4,Single,1:00AM,Student full-time,California,Asian or Asian-American,Suburb of a city,1.47114E+12,USA,"$35,000 to $49,999",Buddhism,9:00AM,America/Los_Angeles,10:00AM,18,0.15,N/A,Female,1:00AM,0
78,RFXWVIVXRIWWOTGP,1.4519E+12,"Hispanic or Latino,Not Hispanic or Latino,I prefer not to respond",Less than High School,1,1.4,Married,10:00PM,Work full-time,N/A,Black / African-American,Small town,1.4519E+12,Nigeria,"Less than $20,000",Christianity,9:00AM,Africa/Brazzaville,8:00AM,33,1,Yes (all of the time),Male,10:00PM,0
79,CJLSNJEJPEWBOXYY,1.45212E+12,Not Hispanic or Latino,High School / GED,0,1.4,Single,1:00AM,Work part-time,Florida,White,Small town,1.45418E+12,USA,"Less than $20,000",I do not identify with a religion,10:00AM,America/New_York,10:00AM,23,0,N/A,Female,1:00AM,0
80,XFDALLUKMKSQKFHN,1.45252E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,XKTQBMCHDWYRMVMH,1.45252E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,SCSPFJXBGHUVNXDV,1.45262E+12,Not Hispanic or Latino,2-year College Degree,0,1.4,Married,12:00AM,"Work part-time,Student full-time",Colorado,White,Large city,1.45262E+12,USA,"$35,000 to $49,999",I do not identify with a religion,10:00AM,America/Denver,8:00AM,23,0.23,N/A,Female,10:00PM,0
83,PETFJPYKOXIFMUGL,1.45298E+12,Not Hispanic or Latino,4-year College Degree,0,1.4,In a relationship and living together,1:00AM,Student full-time,Arizona,White,Small city,1.46025E+12,USA,"Less than $20,000",Christianity,11:00AM,America/Phoenix,7:30AM,24,0.74,N/A,Female,11:30PM,0
84,FATMHCYPIQKIAOUS,1.4531E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,QJBCGKBMPQYVSVYG,1.4531E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,EQXQLCMPEFANYBQK,1.4531E+12,Not Hispanic or Latino,4-year College Degree,0,1.4,Single,2:00AM,"Work part-time,Student full-time",Pennsylvania,White,Suburb of a city,1.45506E+12,USA,"$35,000 to $49,999",I do not identify with a religion,10:00AM,America/New_York,10:00AM,26,0,N/A,Female,2:00AM,0
87,HLLLHEKNXWLLBIXX,1.45325E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,YOEWMALOKQUAWTGI,1.45326E+12,Not Hispanic or Latino,Some College,0,1.4,Divorced or separated,2:00AM,Unemployed,Utah,White,Small city,1.45584E+12,USA,"$20,000 to $34,999",Christianity,12:00PM,America/Denver,12:00PM,27,0.24,N/A,Female,2:00AM,0
89,CHVYWXQLWUPCSPGG,1.45327E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,UNTKBEHRQBWGJQHT,1.45327E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,FBAMAOKXLRPPCVJL,1.4536E+12,Not Hispanic or Latino,High School / GED,1,1.4,In a relationship but not living together,12:00AM,Work part-time,Pennsylvania,White,Large city,1.4536E+12,USA,"$20,000 to $34,999",Christianity,10:00AM,America/New_York,5:00AM,37,0.35,Yes (all of the time),Female,11:30PM,0
92,SBCLIKDQUHEAYCGU,1.45377E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,CLAMIBQPVAVUFKNF,1.45377E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,QIIBPOXXJIAKQVWE,1.45377E+12,Not Hispanic or Latino,Master's Degree,0,1.4,Single,12:00AM,"Work part-time,Student full-time",Oregon,White,Small city,1.4553E+12,USA,"$20,000 to $34,999",I do not identify with a religion,7:30AM,America/Los_Angeles,7:30AM,26,0.21,N/A,Female,12:00AM,0
95,GQEXEHUQLDETJQOP,1.45393E+12,Not Hispanic or Latino,Less than High School,0,1.4,Single,10:00PM,Unemployed,Colorado,White,Large city,1.45401E+12,USA,"Less than $20,000",Christianity,9:00AM,America/Denver,8:00AM,18,0.5,N/A,Male,10:00PM,0
96,EDGUDHULNUWUYHIT,1.45399E+12,Not Hispanic or Latino,Less than High School,0,1.4,In a relationship but not living together,2:00AM,Other,N/A,White,Small town,NA,United Kingdom,"$20,000 to $34,999",Christianity,10:00AM,Europe/London,8:29AM,22,0.92,N/A,Male,12:59AM,0
97,FJXERAKRFRYDFEEB,1.45521E+12,Not Hispanic or Latino,Master's Degree,0,1.4,In a relationship and living together,1:00AM,Work full-time,N/A,White,Large city,1.45529E+12,Ukraine,"Less than $20,000",I do not identify with a religion,10:00AM,Europe/Kiev,8:00AM,26,0,N/A,Female,1:00AM,0
98,DJTUDADIJMXGHHWG,1.45531E+12,Not Hispanic or Latino,Master's Degree,0,1.4,Married,11:30PM,Work full-time,N/A,White,Large city,1.45798E+12,Switzerland,"$50,000 to $74,999",I do not identify with a religion,9:00AM,Europe/Zurich,7:00AM,30,0.18,N/A,Female,10:30PM,0
99,OXDUYVHQHVDICRTM,1.45636E+12,I prefer not to respond,4-year College Degree,2,1.4,Married,10:00PM,Work part-time,N/A,Asian or Asian-American,Small city,1.45636E+12,Canada,"$75,000 to $99,999",Buddhism,9:00AM,America/Toronto,8:00AM,36,0.99,Yes (all of the time),Female,10:00PM,0
100,VGERYDVDMTWCLEOB,1.45703E+12,Not Hispanic or Latino,Master's Degree,0,1.4,In a relationship and living together,1:00AM,Student full-time,N/A,I prefer not to respond,Large city,1.4581E+12,Canada,"$20,000 to $34,999",I do not identify with a religion,11:00AM,America/Montreal,9:00AM,33,0,N/A,Female,12:00AM,0
101,SJMDFJKPAMSUOJAS,1.45711E+12,Not Hispanic or Latino,Doctoral Degree,1,1.4,Married,10:00PM,Work full-time,Massachusetts,White,Large city,1.46128E+12,USA,"$200,000 or more",I do not identify with a religion,7:15AM,America/New_York,6:30AM,34,0.02,Yes (all of the time),Female,9:00PM,0
102,JEIFBWXEIJAOWFAU,1.45714E+12,Not Hispanic or Latino,Master's Degree,0,1.4,Single,10:00PM,Work full-time,Colorado,White,Small city,1.45857E+12,USA,"$75,000 to $99,999",Christianity,9:00AM,America/Denver,8:00AM,59,1,N/A,Male,10:00PM,0
103,IBDRDKUOELTOCOTV,1.45714E+12,Not Hispanic or Latino,4-year College Degree,0,1.4,In a relationship and living together,12:00AM,Work full-time,Colorado,White,Suburb of a city,1.46152E+12,USA,"$35,000 to $49,999",I do not identify with a religion,9:00AM,America/Denver,7:00AM,23,0.21,N/A,"Transgender, transsexual, or queer",10:30PM,0
104,PPYDGLIKGBNEISXN,1.45719E+12,Not Hispanic or Latino,Doctoral Degree,0,1.4,Married,11:00PM,Work full-time,Texas,White,Small city,1.45736E+12,USA,"$150,000 to $199,999",I do not identify with a religion,7:00AM,America/Chicago,6:30AM,35,0,N/A,Male,11:00PM,0
105,DVOVPHRJSMGPTKCM,1.4572E+12,Not Hispanic or Latino,Some College,0,1.4,Single,2:00AM,"Work part-time,Student full-time",Colorado,"White,Native Hawaiian or Other Pacific Islander",Small city,1.4572E+12,USA,"Less than $20,000",I do not identify with a religion,8:00AM,America/Denver,7:00AM,20,0,N/A,Female,11:30PM,0
